"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
"30","unemployed","married","secondary","no","85","yes","yes","cellular","7","jul","88","1","-1","0","unknown","no"
"36","management","single","tertiary","no","1496","yes","no","cellular","18","may","40","1","269","4","failure","no"
"48","management","married","tertiary","no","157","no","no","cellular","28","jan","417","4","-1","0","unknown","yes"
"56","technician","married","secondary","no","1938","no","yes","cellular","26","feb","229","1","192","4","success","yes"
"41","management","divorced","tertiary","no","902","yes","no","cellular","3","apr","134","1","-1","0","unknown","no"
"46","technician","married","secondary","no","332","yes","no","unknown","9","may","772","1","-1","0","unknown","yes"
"46","technician","married","secondary","no","967","no","no","cellular","7","jul","248","3","-1","0","unknown","no"
"35","blue-collar","single","secondary","no","0","yes","no","cellular","16","apr","1174","1","345","4","other","yes"
"36","management","married","tertiary","no","2415","yes","no","telephone","22","oct","73","1","86","4","other","no"
"32","blue-collar","married","secondary","no","5","no","no","cellular","20","nov","269","1","-1","0","unknown","no"
"23","admin.","single","secondary","no","5","yes","no","unknown","13","may","93","1","-1","0","unknown","no"
"56","entrepreneur","divorced","primary","no","29","no","no","cellular","29","jan","52","2","227","1","failure","no"
"34","entrepreneur","married","secondary","no","393","yes","no","cellular","7","may","174","1","293","3","failure","no"
"45","management","married","tertiary","no","1293","no","no","telephone","16","jul","188","3","-1","0","unknown","no"
"47","admin.","married","secondary","no","298","yes","no","cellular","11","may","183","1","-1","0","unknown","no"
"36","management","single","tertiary","no","146","yes","no","unknown","16","may","1161","3","-1","0","unknown","no"
"50","retired","married","primary","no","1098","no","no","unknown","17","jun","168","1","-1","0","unknown","no"
"40","blue-collar","single","primary","no","118","no","no","unknown","23","feb","16","1","-1","0","unknown","no"
"59","admin.","married","secondary","no","2552","no","yes","cellular","5","aug","125","3","-1","0","unknown","no"
"34","entrepreneur","married","tertiary","no","412","yes","yes","cellular","8","jul","164","1","-1","0","unknown","no"
"40","blue-collar","divorced","primary","no","54","yes","no","cellular","13","may","10","5","362","3","other","no"
"29","unemployed","single","tertiary","no","497","yes","no","cellular","18","may","642","3","298","6","success","yes"
"59","retired","divorced","secondary","no","284","no","yes","unknown","4","jun","265","2","-1","0","unknown","no"
"32","admin.","single","secondary","no","1630","yes","no","cellular","30","jan","122","1","-1","0","unknown","no"
"42","blue-collar","divorced","secondary","no","1261","yes","yes","cellular","10","jul","272","1","-1","0","unknown","no"
"47","management","single","tertiary","no","159","no","no","telephone","29","oct","220","3","155","3","other","yes"
"36","technician","divorced","secondary","no","1","no","no","cellular","8","aug","1242","3","-1","0","unknown","yes"
"57","management","divorced","tertiary","no","3287","no","no","cellular","22","jun","867","1","84","3","success","yes"
"34","admin.","single","unknown","no","2434","yes","no","unknown","6","may","218","4","-1","0","unknown","no"
"32","technician","single","tertiary","no","300","no","no","cellular","11","aug","163","2","-1","0","unknown","no"
"45","admin.","married","secondary","no","67","no","no","cellular","5","feb","326","2","-1","0","unknown","no"
"50","unknown","married","primary","no","1502","no","no","unknown","6","jun","34","2","-1","0","unknown","no"
"51","technician","married","unknown","no","-168","no","no","cellular","31","jul","56","3","-1","0","unknown","no"
"38","management","married","tertiary","no","49","no","no","unknown","30","may","108","3","-1","0","unknown","no"
"44","management","divorced","tertiary","no","2422","yes","no","cellular","21","jul","141","2","-1","0","unknown","no"
"47","admin.","single","secondary","no","-331","yes","no","cellular","14","jul","227","4","-1","0","unknown","no"
"43","entrepreneur","married","primary","no","2315","yes","yes","cellular","14","may","42","1","-1","0","unknown","no"
"57","technician","married","secondary","no","323","yes","no","telephone","9","jul","54","1","-1","0","unknown","no"
"45","entrepreneur","married","secondary","no","68","yes","no","unknown","7","may","254","1","-1","0","unknown","no"
"45","technician","single","tertiary","no","2100","yes","no","cellular","23","jul","285","2","-1","0","unknown","no"
"41","management","married","tertiary","no","328","yes","no","cellular","29","jul","65","12","-1","0","unknown","no"
"50","technician","married","primary","no","570","no","no","unknown","20","jun","21","3","-1","0","unknown","no"
"27","services","single","secondary","no","70","yes","no","cellular","11","jul","170","1","-1","0","unknown","no"
"31","management","married","tertiary","no","0","no","no","unknown","14","may","298","1","-1","0","unknown","no"
"30","technician","single","secondary","no","237","no","no","cellular","9","feb","112","2","-1","0","unknown","no"
"52","technician","married","secondary","no","137","no","no","cellular","6","jul","227","2","-1","0","unknown","yes"
"46","admin.","married","secondary","no","1934","no","yes","unknown","15","may","240","1","-1","0","unknown","no"
"40","technician","single","secondary","no","34","no","no","cellular","20","aug","66","3","-1","0","unknown","no"
"41","services","married","secondary","no","1785","no","no","cellular","30","jul","225","7","-1","0","unknown","no"
"25","management","single","tertiary","no","702","no","no","cellular","14","apr","163","2","-1","0","unknown","no"
"30","blue-collar","single","secondary","no","573","yes","no","unknown","12","may","116","2","-1","0","unknown","no"
"35","blue-collar","married","secondary","no","274","yes","no","unknown","20","may","190","1","-1","0","unknown","no"
"40","technician","single","secondary","no","572","no","no","cellular","21","aug","971","2","-1","0","unknown","no"
"35","blue-collar","married","primary","no","-239","yes","no","unknown","26","may","281","1","-1","0","unknown","no"
"26","services","single","secondary","no","0","yes","no","cellular","15","may","23","8","-1","0","unknown","no"
"56","entrepreneur","divorced","tertiary","no","3846","no","no","cellular","31","jul","86","7","-1","0","unknown","no"
"37","services","single","secondary","no","-196","yes","no","unknown","7","may","207","1","-1","0","unknown","no"
"49","services","divorced","secondary","no","505","yes","no","unknown","6","may","162","1","-1","0","unknown","no"
"43","blue-collar","married","primary","no","50","no","no","unknown","28","may","90","8","-1","0","unknown","no"
"30","management","single","secondary","yes","-985","no","no","telephone","24","jul","28","4","-1","0","unknown","no"
"32","blue-collar","single","secondary","no","5252","yes","no","cellular","20","nov","232","2","183","2","failure","no"
"37","technician","married","tertiary","no","549","no","no","cellular","2","mar","239","1","-1","0","unknown","yes"
"32","management","single","tertiary","no","1512","no","yes","cellular","14","aug","133","4","-1","0","unknown","no"
"44","services","divorced","secondary","no","20","no","no","unknown","9","jun","98","1","-1","0","unknown","no"
"53","technician","divorced","secondary","no","522","yes","no","unknown","14","may","230","1","-1","0","unknown","no"
"34","services","single","tertiary","no","49","yes","no","cellular","4","feb","250","1","-1","0","unknown","no"
"28","technician","single","tertiary","no","865","no","no","cellular","16","sep","177","1","-1","0","unknown","no"
"38","technician","married","tertiary","no","3234","no","no","cellular","18","nov","578","2","-1","0","unknown","yes"
"28","self-employed","single","secondary","no","131","yes","no","unknown","23","may","407","14","-1","0","unknown","no"
"31","admin.","married","secondary","no","-581","yes","no","unknown","2","jun","562","3","-1","0","unknown","no"
"40","management","married","tertiary","no","3352","yes","no","cellular","19","nov","639","2","27","1","success","yes"
"39","self-employed","married","secondary","yes","-571","no","no","unknown","6","jun","180","2","-1","0","unknown","no"
"35","management","married","tertiary","no","0","yes","no","cellular","21","jul","295","3","-1","0","unknown","no"
"38","technician","married","secondary","no","557","yes","no","cellular","16","nov","1556","4","-1","0","unknown","yes"
"37","blue-collar","single","primary","no","315","no","no","cellular","20","nov","352","1","-1","0","unknown","no"
"57","retired","married","secondary","no","1841","no","no","cellular","18","dec","127","2","196","1","success","no"
"43","blue-collar","married","primary","no","-872","yes","yes","unknown","3","jun","267","1","-1","0","unknown","no"
"28","admin.","married","secondary","no","-247","yes","yes","cellular","30","jan","121","1","240","2","failure","no"
"33","student","married","tertiary","no","3214","no","no","cellular","20","nov","60","1","-1","0","unknown","no"
"33","technician","married","secondary","no","303","yes","no","cellular","3","feb","355","1","301","5","success","yes"
"42","technician","married","secondary","no","420","yes","no","unknown","8","may","94","1","-1","0","unknown","no"
"40","management","married","tertiary","no","-83","yes","yes","cellular","11","jul","131","2","-1","0","unknown","no"
"43","management","married","tertiary","no","1429","yes","no","cellular","7","may","1030","1","169","3","success","yes"
"41","blue-collar","married","secondary","no","306","yes","no","telephone","11","may","86","1","369","2","failure","no"
"48","entrepreneur","married","secondary","no","0","yes","no","cellular","11","may","430","3","-1","0","unknown","no"
"25","admin.","single","secondary","no","483","no","yes","cellular","3","feb","189","1","-1","0","unknown","yes"
"45","technician","married","tertiary","no","5110","no","no","cellular","22","apr","341","2","-1","0","unknown","yes"
"48","management","married","tertiary","no","408","yes","no","cellular","17","apr","132","1","-1","0","unknown","no"
"57","services","divorced","primary","no","1920","no","no","unknown","19","may","77","2","-1","0","unknown","no"
"29","management","single","tertiary","no","13","yes","no","cellular","15","may","26","6","-1","0","unknown","no"
